0,1,2,3,4,5,6,7,8,9
-1.3312845,2.7247856,-4.7889633,-4.6772094,-6.0733495,3.0091674,-0.7254949,-2.1610732,2.4690115,-0.11489584
-1.1303463,3.6030655,-1.3989272,-1.9982225,-2.4327374,1.6483784,-3.327474,-1.1887614,3.3076682,-0.32229635
-5.4975824,4.7600813,-2.112958,-3.40562,-5.624041,1.7992487,-2.1470609,-3.5737674,3.4431577,-3.5718412
-5.847775,5.2867475,-2.4023833,-3.7658405,-6.344323,2.1383429,-2.2891493,-3.788798,4.3281264,-3.7712245
-5.565254,4.8649354,-1.903894,-3.5763404,-5.861004,2.2002764,-2.4041395,-3.4529316,3.3817809,-3.232638
-4.878539,4.4523764,-1.6989924,-3.013083,-4.9330764,1.8903807,-2.4605646,-3.213681,3.3322597,-2.7248669
-5.727166,5.1076465,-2.000441,-3.5591626,-5.7592626,2.167309,-2.2968144,-3.7092714,3.6047122,-3.7914724
-0.052289877,3.1240735,-5.3338747,-4.5380964,-5.9563985,3.102757,-1.6564972,-1.9636999,2.2753546,0.40914392
0.8716635,4.4452124,-3.109326,-2.0045996,-2.1705174,1.1911669,-4.1435885,-0.28927696,2.9813602,-0.35898226
0.68308914,4.2961745,-6.8729343,-5.7017484,-3.3383825,4.209661,-5.5786633,-5.215352,-2.3910544,-3.87143
0.35926694,4.595296,-7.0568824,-6.315686,-3.3549135,4.8958097,-6.315916,-5.58924,-2.5367744,-3.85112
-5.138379,4.9419208,-2.5559087,-3.2905262,-5.8761134,1.7538056,-1.9845839,-3.755483,4.6623955,-3.7747893
-4.2620697,4.6837454,-1.7007381,-2.8229012,-4.5819993,1.8680215,-2.3551202,-3.0017667,4.222197,-3.0160294
-5.08496,4.4796557,-2.2797554,-3.1620913,-5.590498,1.9933251,-1.8202963,-3.622018,4.1855903,-3.507275
-4.243111,3.988312,-0.49332035,-2.6872838,-3.6550577,2.2964377,-2.8247058,-2.3995583,2.0227487,-2.2503567
0.44891784,3.7961948,-5.780911,-5.170153,-2.668132,3.9697866,-5.043031,-4.4941177,-2.0452065,-3.2551274
-6.0175214,5.1258335,-2.1935644,-3.7806213,-6.208442,2.1164076,-2.4993935,-3.7326007,3.808316,-3.7979536
0.76158446,4.731048,-7.315889,-5.4033284,-3.4028556,4.2128363,-5.9653516,-5.3578963,-2.6250465,-4.5401893
-4.5619245,4.3656754,-2.0085256,-3.347871,-5.1784062,1.7310406,-1.9464706,-3.2574174,3.852889,-2.8889832
-5.2908454,4.9878125,-2.037728,-3.4745154,-5.6568,2.1768546,-2.1658535,-3.3807662,3.678268,-3.5272365
0.73429245,4.745023,-3.1784782,-2.395153,-2.5378108,1.4109212,-4.509284,-0.42211235,3.1816292,-0.23130277
-1.930312,5.0265446,-0.9961605,-3.8139303,-3.3378415,3.3776104,-5.7000265,-1.146226,2.762956,0.38844222
-5.7514644,5.188533,-2.1992683,-3.616501,-5.9428735,1.9696392,-2.3576784,-3.735112,3.9122248,-4.0611286
1.1034461,4.6060424,-7.022473,-4.442561,-2.70645,3.2752423,-5.113037,-4.5801787,-1.8631845,-4.3394833
-5.8505616,5.1941123,-2.6734633,-3.925522,-6.615478,2.1028478,-1.8811206,-4.0100813,4.3628902,-3.8269467
-0.3488339,2.9542167,-5.13439,-4.68248,-5.615785,3.2439606,-1.0932941,-2.0019772,2.166455,0.3139566
0.60135627,3.9918544,-6.3780217,-4.679109,-2.8910894,3.6177502,-4.7871017,-4.6798806,-2.2013185,-3.855804
